Geography,Age_Group,Disease,2018,2019,2020,2021,2022,2023
Aberdeen City,Ages15to24,Eating Disorder,145,160,170,165,215,180
Aberdeen City,Ages15to24,Epilepsy,215,215,205,185,200,205
Aberdeen City,Ages15to24,Heart Failure,0,0,0,0,0,0
Aberdeen City,Ages15to24,Hypertension,15,15,10,5,15,15
Aberdeen City,Ages15to24,Mental Health,55,55,60,55,70,55
Aberdeen City,Ages15to24,Osteoporosis,0,0,0,0,0,0
Aberdeen City,Ages15to24,Palliative Care,0,0,0,0,0,0
Aberdeen City,Ages15to24,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
Aberdeen City,Ages15to24,Rheumatoid Arthritis,0,0,0,5,0,0
Aberdeen City,Ages15to24,Stroke and TIA,0,0,0,0,0,0
Aberdeen City,Ages25to44,Asthma,3130,3128,3401,3270,3140,3187
Aberdeen City,Ages25to44,Atrial Fibrillation,15,10,5,20,30,20
Aberdeen City,Ages25to44,Cancer,320,320,345,370,365,380
Aberdeen City,Ages25to44,Chronic Kidney Disease (CKD),30,40,40,40,30,65
Aberdeen City,Ages25to44,Chronic Obstructive Pulmonary Disease (COPD),25,15,30,25,30,35
Aberdeen City,Ages25to44,Coronary Heart Disease (CHD),40,45,40,50,35,55
Aberdeen City,Ages25to44,Dementia,0,0,0,0,0,0
Aberdeen City,Ages25to44,Depression,4415,4409,4444,4418,4383,4367
Aberdeen City,Ages25to44,Diabetes,704,694,715,768,791,903
Aberdeen City,Ages25to44,Eating Disorder,454,458,449,456,465,500
Aberdeen City,Ages25to44,Epilepsy,726,735,745,735,778,774
Aberdeen City,Ages25to44,Heart Failure,5,5,5,10,15,10
Aberdeen City,Ages25to44,Hypertension,839,874,908,915,963,1072
Aberdeen City,Ages25to44,Mental Health,430,440,455,440,469,530
Aberdeen City,Ages25to44,Osteoporosis,0,0,0,0,0,0
Aberdeen City,Ages25to44,Palliative Care,0,0,0,0,0,0
Aberdeen City,Ages25to44,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
Aberdeen City,Ages25to44,Rheumatoid Arthritis,25,35,45,75,55,85
Aberdeen City,Ages25to44,Stroke and TIA,45,50,45,45,35,40
Aberdeen City,Ages45to64,Asthma,3240,3304,3500,3460,3367,3491
Aberdeen City,Ages45to64,Atrial Fibrillation,365,385,380,380,425,440
Aberdeen City,Ages45to64,Cancer,1595,1643,1717,1689,1692,1698
Aberdeen City,Ages45to64,Chronic Kidney Disease (CKD),479,508,494,481,464,534
Aberdeen City,Ages45to64,Chronic Obstructive Pulmonary Disease (COPD),950,1005,1049,992,944,928
Aberdeen City,Ages45to64,Coronary Heart Disease (CHD),1272,1294,1326,1362,1351,1340
Aberdeen City,Ages45to64,Dementia,20,15,10,30,15,20
Aberdeen City,Ages45to64,Depression,4494,4676,4757,4784,4877,4808
Aberdeen City,Ages45to64,Diabetes,2681,2744,2853,2903,3030,3167
Aberdeen City,Ages45to64,Eating Disorder,260,290,316,301,316,320
Aberdeen City,Ages45to64,Epilepsy,756,791,807,812,808,794
Aberdeen City,Ages45to64,Heart Failure,215,195,220,225,275,265
Aberdeen City,Ages45to64,Hypertension,6575,6628,6598,6451,6533,6688
Aberdeen City,Ages45to64,Mental Health,550,623,659,674,687,680
Aberdeen City,Ages45to64,Osteoporosis,20,15,15,15,5,5
Aberdeen City,Ages45to64,Palliative Care,25,30,30,25,35,35
Aberdeen City,Ages45to64,Peripheral Arterial Disease (PAD),255,260,250,230,230,215
Aberdeen City,Ages45to64,Rheumatoid Arthritis,335,340,305,315,295,295
Aberdeen City,Ages45to64,Stroke and TIA,631,655,655,687,690,654
Aberdeen City,Ages5to14,Asthma,677,649,706,575,557,550
Aberdeen City,Ages5to14,Atrial Fibrillation,0,0,0,0,0,0
Aberdeen City,Ages5to14,Cancer,0,0,0,0,0,0
Aberdeen City,Ages5to14,Chronic Kidney Disease (CKD),0,0,0,0,0,0
Aberdeen City,Ages5to14,Chronic Obstructive Pulmonary Disease (COPD),0,0,0,0,0,0
Aberdeen City,Ages5to14,Coronary Heart Disease (CHD),0,0,0,0,0,0
Aberdeen City,Ages5to14,Dementia,0,0,0,0,0,0
Aberdeen City,Ages5to14,Depression,0,0,0,0,0,0
Aberdeen City,Ages5to14,Diabetes,35,50,40,40,25,25
Aberdeen City,Ages5to14,Eating Disorder,0,0,5,0,5,0
Aberdeen City,Ages5to14,Epilepsy,85,80,85,80,90,85
Aberdeen City,Ages5to14,Heart Failure,0,0,0,0,0,0
Aberdeen City,Ages5to14,Hypertension,0,0,0,0,0,0
Aberdeen City,Ages5to14,Mental Health,0,0,0,0,0,0
Aberdeen City,Ages5to14,Osteoporosis,0,0,0,0,0,0
Aberdeen City,Ages5to14,Palliative Care,0,0,0,0,0,0
Aberdeen City,Ages5to14,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
Aberdeen City,Ages5to14,Rheumatoid Arthritis,0,0,0,0,0,0
Aberdeen City,Ages5to14,Stroke and TIA,0,0,0,0,0,0
Aberdeen City,Ages65to74,Asthma,1043,1121,1184,1250,1223,1291
Aberdeen City,Ages65to74,Atrial Fibrillation,637,680,718,764,741,766
Aberdeen City,Ages65to74,Cancer,1463,1557,1656,1717,1732,1703
Aberdeen City,Ages65to74,Chronic Kidney Disease (CKD),1042,1078,1037,1051,978,1014
Aberdeen City,Ages65to74,Chronic Obstructive Pulmonary Disease (COPD),1014,1043,1061,1071,1045,1035
Aberdeen City,Ages65to74,Coronary Heart Disease (CHD),1615,1636,1635,1669,1615,1578
Aberdeen City,Ages65to74,Dementia,130,135,140,145,140,125
Aberdeen City,Ages65to74,Depression,1134,1231,1317,1412,1453,1506
Aberdeen City,Ages65to74,Diabetes,1922,1997,2129,2218,2219,2257
Aberdeen City,Ages65to74,Eating Disorder,0,5,10,20,20,35
Aberdeen City,Ages65to74,Epilepsy,260,285,295,300,304,313
Aberdeen City,Ages65to74,Heart Failure,304,323,352,331,365,387
Aberdeen City,Ages65to74,Hypertension,5424,5567,5755,5894,5851,5785
Aberdeen City,Ages65to74,Mental Health,195,180,195,210,215,220
Aberdeen City,Ages65to74,Osteoporosis,45,50,45,50,45,35
Aberdeen City,Ages65to74,Palliative Care,70,65,75,55,60,55
Aberdeen City,Ages65to74,Peripheral Arterial Disease (PAD),394,395,403,404,388,377
Aberdeen City,Ages65to74,Rheumatoid Arthritis,190,185,220,240,245,240
Aberdeen City,Ages65to74,Stroke and TIA,788,839,853,888,885,917
Aberdeen City,Ages75to84,Asthma,632,657,650,628,679,705
Aberdeen City,Ages75to84,Atrial Fibrillation,893,895,906,884,964,977
Aberdeen City,Ages75to84,Cancer,1334,1368,1410,1402,1544,1585
Aberdeen City,Ages75to84,Chronic Kidney Disease (CKD),1705,1672,1601,1486,1568,1600
Aberdeen City,Ages75to84,Chronic Obstructive Pulmonary Disease (COPD),745,791,790,754,772,803
Aberdeen City,Ages75to84,Coronary Heart Disease (CHD),1600,1612,1544,1487,1547,1546
Aberdeen City,Ages75to84,Dementia,546,523,514,460,442,450
Aberdeen City,Ages75to84,Depression,535,540,581,590,674,703
Aberdeen City,Ages75to84,Diabetes,1381,1403,1448,1423,1515,1594
Aberdeen City,Ages75to84,Eating Disorder,0,0,0,0,0,0
Aberdeen City,Ages75to84,Epilepsy,180,165,175,150,185,170
Aberdeen City,Ages75to84,Heart Failure,377,390,389,387,417,430
Aberdeen City,Ages75to84,Hypertension,4352,4395,4374,4311,4554,4711
Aberdeen City,Ages75to84,Mental Health,95,85,90,85,95,105
Aberdeen City,Ages75to84,Osteoporosis,211,200,187,164,166,160
Aberdeen City,Ages75to84,Palliative Care,132,145,130,104,100,100
Aberdeen City,Ages75to84,Peripheral Arterial Disease (PAD),386,384,356,352,374,378
Aberdeen City,Ages75to84,Rheumatoid Arthritis,165,160,165,175,175,190
Aberdeen City,Ages75to84,Stroke and TIA,891,879,890,873,949,959
Aberdeen City,Ages85plus,Asthma,205,235,215,225,220,230
Aberdeen City,Ages85plus,Atrial Fibrillation,600,620,659,647,664,668
Aberdeen City,Ages85plus,Cancer,588,634,676,666,682,699
Aberdeen City,Ages85plus,Chronic Kidney Disease (CKD),1113,1145,1133,1114,1137,1154
Aberdeen City,Ages85plus,Chronic Obstructive Pulmonary Disease (COPD),212,252,220,241,234,278
Aberdeen City,Ages85plus,Coronary Heart Disease (CHD),892,946,925,891,892,882
Aberdeen City,Ages85plus,Dementia,549,582,576,492,551,544
Aberdeen City,Ages85plus,Depression,190,185,180,195,190,190
Aberdeen City,Ages85plus,Diabetes,435,471,496,534,552,563
Aberdeen City,Ages85plus,Eating Disorder,0,0,0,0,0,0
Aberdeen City,Ages85plus,Epilepsy,40,45,40,35,45,60
Aberdeen City,Ages85plus,Heart Failure,243,274,287,305,331,320
Aberdeen City,Ages85plus,Hypertension,1932,2035,2029,2059,2086,2128
Aberdeen City,Ages85plus,Mental Health,30,35,25,35,40,35
Aberdeen City,Ages85plus,Osteoporosis,145,153,150,126,111,113
Aberdeen City,Ages85plus,Palliative Care,153,173,200,175,159,166
Aberdeen City,Ages85plus,Peripheral Arterial Disease (PAD),165,193,185,175,173,169
Aberdeen City,Ages85plus,Rheumatoid Arthritis,45,55,45,50,45,65
Aberdeen City,Ages85plus,Stroke and TIA,571,597,597,589,609,625
Aberdeenshire,Ages0to4,Asthma,60,55,45,30,25,15
Aberdeenshire,Ages0to4,Atrial Fibrillation,0,0,0,0,0,0
Aberdeenshire,Ages0to4,Cancer,0,0,0,0,0,0
Aberdeenshire,Ages0to4,Chronic Kidney Disease (CKD),0,0,0,0,0,0
Aberdeenshire,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),0,0,0,0,0,0
Aberdeenshire,Ages0to4,Coronary Heart Disease (CHD),0,0,0,0,0,0
Aberdeenshire,Ages0to4,Dementia,0,0,0,0,0,0
Aberdeenshire,Ages0to4,Depression,0,0,0,0,0,0
Aberdeenshire,Ages0to4,Diabetes,0,0,0,0,0,0
Aberdeenshire,Ages0to4,Eating Disorder,0,0,0,0,0,0
Aberdeenshire,Ages0to4,Epilepsy,5,15,5,10,5,0
Aberdeenshire,Ages0to4,Heart Failure,0,0,0,0,0,0
Aberdeenshire,Ages0to4,Hypertension,0,0,0,0,0,0
Aberdeenshire,Ages0to4,Mental Health,0,0,0,0,0,0
Aberdeenshire,Ages0to4,Osteoporosis,0,0,0,0,0,0
Aberdeenshire,Ages0to4,Palliative Care,0,0,0,0,0,0
Aberdeenshire,Ages0to4,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
Aberdeenshire,Ages0to4,Rheumatoid Arthritis,0,0,0,0,0,0
Aberdeenshire,Ages0to4,Stroke and TIA,0,0,0,0,0,0
Aberdeenshire,Ages15to24,Asthma,860,823,875,872,755,676
Aberdeenshire,Ages15to24,Atrial Fibrillation,0,0,0,0,0,0
Aberdeenshire,Ages15to24,Cancer,5,5,0,10,10,15
Aberdeenshire,Ages15to24,Chronic Kidney Disease (CKD),0,0,0,0,0,0
Aberdeenshire,Ages15to24,Chronic Obstructive Pulmonary Disease (COPD),0,0,0,0,0,0
Aberdeenshire,Ages15to24,Coronary Heart Disease (CHD),0,0,0,0,0,0
Aberdeenshire,Ages15to24,Dementia,0,0,0,0,0,0
Aberdeenshire,Ages15to24,Depression,520,520,553,528,542,345
Aberdeenshire,Ages15to24,Diabetes,80,105,120,125,110,105
Aberdeenshire,Ages15to24,Eating Disorder,110,90,120,120,135,120
Aberdeenshire,Ages15to24,Epilepsy,185,160,155,155,180,165
Aberdeenshire,Ages15to24,Heart Failure,5,0,0,0,0,0
Aberdeenshire,Ages15to24,Hypertension,5,5,5,5,5,0
Aberdeenshire,Ages15to24,Mental Health,10,20,25,25,25,25
Aberdeenshire,Ages15to24,Osteoporosis,0,0,0,0,0,0
Aberdeenshire,Ages15to24,Palliative Care,0,0,0,0,0,0
Aberdeenshire,Ages15to24,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
Aberdeenshire,Ages15to24,Rheumatoid Arthritis,0,0,0,0,0,0
Aberdeenshire,Ages15to24,Stroke and TIA,0,0,0,0,5,5
Aberdeenshire,Ages25to44,Asthma,2718,2714,2944,2818,2699,2254
Aberdeenshire,Ages25to44,Atrial Fibrillation,5,20,30,25,30,20
Aberdeenshire,Ages25to44,Cancer,335,335,325,315,320,240
Aberdeenshire,Ages25to44,Chronic Kidney Disease (CKD),40,25,35,25,35,10
Aberdeenshire,Ages25to44,Chronic Obstructive Pulmonary Disease (COPD),0,20,20,15,20,15
Aberdeenshire,Ages25to44,Coronary Heart Disease (CHD),10,15,30,25,35,25
Aberdeenshire,Ages25to44,Dementia,0,0,0,0,0,0
Aberdeenshire,Ages25to44,Depression,3344,3437,3513,3606,3603,2857
Aberdeenshire,Ages25to44,Diabetes,556,534,601,574,602,526
Aberdeenshire,Ages25to44,Eating Disorder,434,420,415,394,416,353
Aberdeenshire,Ages25to44,Epilepsy,565,578,556,568,576,483
Aberdeenshire,Ages25to44,Heart Failure,10,10,20,15,15,0
Aberdeenshire,Ages25to44,Hypertension,700,659,679,649,694,614
Aberdeenshire,Ages25to44,Mental Health,235,255,265,295,272,250
Aberdeenshire,Ages25to44,Osteoporosis,0,0,0,0,0,0
Aberdeenshire,Ages25to44,Palliative Care,0,0,0,5,5,0
Aberdeenshire,Ages25to44,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
Aberdeenshire,Ages25to44,Rheumatoid Arthritis,60,60,50,55,55,50
Aberdeenshire,Ages25to44,Stroke and TIA,50,40,50,40,60,50
Aberdeenshire,Ages45to64,Asthma,3333,3409,3643,3673,3709,3236
Aberdeenshire,Ages45to64,Atrial Fibrillation,410,435,452,433,450,405
Aberdeenshire,Ages45to64,Cancer,1836,1878,1918,1875,1893,1655
Aberdeenshire,Ages45to64,Chronic Kidney Disease (CKD),545,605,529,529,517,430
Aberdeenshire,Ages45to64,Chronic Obstructive Pulmonary Disease (COPD),672,683,682,661,650,554
Aberdeenshire,Ages45to64,Coronary Heart Disease (CHD),1317,1316,1327,1273,1328,1127
Aberdeenshire,Ages45to64,Dementia,5,25,30,20,15,5
Aberdeenshire,Ages45to64,Depression,4125,4308,4428,4554,4685,3809
Aberdeenshire,Ages45to64,Diabetes,2641,2683,2778,2780,2860,2505
Aberdeenshire,Ages45to64,Eating Disorder,299,340,355,386,411,345
Aberdeenshire,Ages45to64,Epilepsy,764,760,776,768,778,658
Aberdeenshire,Ages45to64,Heart Failure,255,260,245,240,250,195
Aberdeenshire,Ages45to64,Hypertension,7098,7132,7234,6990,6955,5970
Aberdeenshire,Ages45to64,Mental Health,431,464,453,490,488,412
Aberdeenshire,Ages45to64,Osteoporosis,40,50,40,30,30,15
Aberdeenshire,Ages45to64,Palliative Care,35,40,35,45,35,35
Aberdeenshire,Ages45to64,Peripheral Arterial Disease (PAD),205,185,185,150,140,130
Aberdeenshire,Ages45to64,Rheumatoid Arthritis,400,385,420,435,410,335
Aberdeenshire,Ages45to64,Stroke and TIA,602,617,649,631,635,522
Aberdeenshire,Ages5to14,Asthma,766,715,774,701,655,593
Aberdeenshire,Ages5to14,Atrial Fibrillation,0,0,0,0,0,0
Aberdeenshire,Ages5to14,Cancer,10,10,10,5,0,0
Aberdeenshire,Ages5to14,Chronic Kidney Disease (CKD),0,0,0,0,0,0
Aberdeenshire,Ages5to14,Chronic Obstructive Pulmonary Disease (COPD),0,0,0,0,0,0
Aberdeenshire,Ages5to14,Coronary Heart Disease (CHD),0,0,0,0,0,0
Aberdeenshire,Ages5to14,Dementia,0,0,0,0,0,0
Aberdeenshire,Ages5to14,Depression,5,5,0,0,5,5
Aberdeenshire,Ages5to14,Diabetes,55,55,55,55,65,35
Aberdeenshire,Ages5to14,Eating Disorder,15,15,0,10,5,10
Aberdeenshire,Ages5to14,Epilepsy,95,100,110,100,105,90
Aberdeenshire,Ages5to14,Heart Failure,0,0,0,0,0,0
Aberdeenshire,Ages5to14,Hypertension,0,0,0,0,0,0
Aberdeenshire,Ages5to14,Mental Health,0,0,0,0,0,0
Aberdeenshire,Ages5to14,Osteoporosis,0,0,0,0,0,0
Aberdeenshire,Ages5to14,Palliative Care,0,0,0,0,0,0
Aberdeenshire,Ages5to14,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
Aberdeenshire,Ages5to14,Rheumatoid Arthritis,0,0,0,0,0,0
Aberdeenshire,Ages5to14,Stroke and TIA,0,0,0,0,0,0
Aberdeenshire,Ages65to74,Asthma,1256,1322,1407,1464,1434,1248
Aberdeenshire,Ages65to74,Atrial Fibrillation,854,865,902,887,883,757
Aberdeenshire,Ages65to74,Cancer,1879,1977,2089,2147,2178,1882
Aberdeenshire,Ages65to74,Chronic Kidney Disease (CKD),1299,1331,1249,1256,1201,970
Aberdeenshire,Ages65to74,Chronic Obstructive Pulmonary Disease (COPD),935,962,1014,995,936,810
Aberdeenshire,Ages65to74,Coronary Heart Disease (CHD),1808,1855,1914,1939,1909,1527
Aberdeenshire,Ages65to74,Dementia,110,105,115,125,135,120
Aberdeenshire,Ages65to74,Depression,1120,1193,1313,1398,1454,1279
Aberdeenshire,Ages65to74,Diabetes,2110,2240,2352,2378,2431,2112
Aberdeenshire,Ages65to74,Eating Disorder,15,15,25,40,35,25
Aberdeenshire,Ages65to74,Epilepsy,315,308,341,345,352,280
Aberdeenshire,Ages65to74,Heart Failure,388,392,410,406,422,325
Aberdeenshire,Ages65to74,Hypertension,6549,6714,6851,6934,6869,5844
Aberdeenshire,Ages65to74,Mental Health,150,165,170,185,185,175
Aberdeenshire,Ages65to74,Osteoporosis,140,149,150,152,140,66
Aberdeenshire,Ages65to74,Palliative Care,55,65,65,55,80,65
Aberdeenshire,Ages65to74,Peripheral Arterial Disease (PAD),399,391,406,363,357,280
Aberdeenshire,Ages65to74,Rheumatoid Arthritis,270,280,320,305,305,295
Aberdeenshire,Ages65to74,Stroke and TIA,847,861,885,937,897,766
Aberdeenshire,Ages75to84,Asthma,696,725,759,773,795,767
Aberdeenshire,Ages75to84,Atrial Fibrillation,980,1107,1162,1133,1205,1073
Aberdeenshire,Ages75to84,Cancer,1448,1554,1639,1698,1847,1650
Aberdeenshire,Ages75to84,Chronic Kidney Disease (CKD),1934,1983,1932,1809,1843,1580
Aberdeenshire,Ages75to84,Chronic Obstructive Pulmonary Disease (COPD),660,722,747,727,767,687
Aberdeenshire,Ages75to84,Coronary Heart Disease (CHD),1874,1894,1860,1827,1930,1652
Aberdeenshire,Ages75to84,Dementia,435,463,510,459,468,384
Aberdeenshire,Ages75to84,Depression,510,536,582,612,645,565
Aberdeenshire,Ages75to84,Diabetes,1473,1494,1614,1671,1790,1629
Aberdeenshire,Ages75to84,Eating Disorder,0,0,0,0,0,0
Aberdeenshire,Ages75to84,Epilepsy,160,150,150,160,166,141
Aberdeenshire,Ages75to84,Heart Failure,477,484,468,445,486,445
Aberdeenshire,Ages75to84,Hypertension,4770,4926,5084,5185,5565,4925
Aberdeenshire,Ages75to84,Mental Health,80,90,100,100,105,85
Aberdeenshire,Ages75to84,Osteoporosis,271,272,287,301,330,246
Aberdeenshire,Ages75to84,Palliative Care,60,70,95,75,75,95
Aberdeenshire,Ages75to84,Peripheral Arterial Disease (PAD),384,373,379,387,416,319
Aberdeenshire,Ages75to84,Rheumatoid Arthritis,200,210,215,215,235,210
Aberdeenshire,Ages75to84,Stroke and TIA,940,934,967,980,1068,932
Aberdeenshire,Ages85plus,Asthma,180,180,175,209,221,200
Aberdeenshire,Ages85plus,Atrial Fibrillation,599,652,681,714,749,619
Aberdeenshire,Ages85plus,Cancer,567,581,599,625,643,566
Aberdeenshire,Ages85plus,Chronic Kidney Disease (CKD),1246,1259,1266,1222,1230,1007
Aberdeenshire,Ages85plus,Chronic Obstructive Pulmonary Disease (COPD),186,199,200,229,225,184
Aberdeenshire,Ages85plus,Coronary Heart Disease (CHD),836,856,875,895,904,744
Aberdeenshire,Ages85plus,Dementia,497,473,497,462,475,412
Aberdeenshire,Ages85plus,Depression,156,169,182,203,189,151
Aberdeenshire,Ages85plus,Diabetes,461,482,498,542,576,501
Aberdeenshire,Ages85plus,Eating Disorder,0,0,0,0,0,0
Aberdeenshire,Ages85plus,Epilepsy,30,35,40,50,55,45
Aberdeenshire,Ages85plus,Heart Failure,291,308,345,348,370,293
Aberdeenshire,Ages85plus,Hypertension,1944,2014,2124,2209,2262,1941
Aberdeenshire,Ages85plus,Mental Health,20,15,30,25,31,20
Aberdeenshire,Ages85plus,Osteoporosis,195,200,179,165,172,110
Aberdeenshire,Ages85plus,Palliative Care,75,60,65,75,80,70
Aberdeenshire,Ages85plus,Peripheral Arterial Disease (PAD),173,155,160,160,152,121
Aberdeenshire,Ages85plus,Rheumatoid Arthritis,75,70,65,65,60,50
Aberdeenshire,Ages85plus,Stroke and TIA,555,553,571,581,579,498
Angus,Ages0to4,Asthma,30,20,35,25,35,30
Angus,Ages0to4,Atrial Fibrillation,0,0,0,0,0,0
Angus,Ages0to4,Cancer,0,0,0,0,0,0
Angus,Ages0to4,Chronic Kidney Disease (CKD),0,0,0,0,0,0
Angus,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),0,0,0,0,0,0
Angus,Ages0to4,Coronary Heart Disease (CHD),0,0,0,0,0,0
Angus,Ages0to4,Dementia,0,0,0,0,0,0
Angus,Ages0to4,Depression,0,0,0,0,0,0
Angus,Ages0to4,Diabetes,0,0,0,0,0,0
Angus,Ages0to4,Eating Disorder,0,0,0,0,0,0
Angus,Ages0to4,Epilepsy,10,15,5,5,0,0
Angus,Ages0to4,Heart Failure,0,0,0,0,0,0
Angus,Ages0to4,Hypertension,0,0,0,0,0,0
Angus,Ages0to4,Mental Health,0,0,0,0,0,0
Angus,Ages0to4,Osteoporosis,0,0,0,0,0,0
Angus,Ages0to4,Palliative Care,0,0,0,0,0,0
Angus,Ages0to4,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
Angus,Ages0to4,Rheumatoid Arthritis,0,0,0,0,0,0
Angus,Ages0to4,Stroke and TIA,0,0,0,0,0,0
Angus,Ages15to24,Asthma,601,589,651,640,588,587
Angus,Ages15to24,Atrial Fibrillation,0,0,0,0,0,0
Angus,Ages15to24,Cancer,5,5,0,5,5,5
Angus,Ages15to24,Chronic Kidney Disease (CKD),0,0,0,0,0,0
Angus,Ages15to24,Chronic Obstructive Pulmonary Disease (COPD),0,0,0,0,0,0
Angus,Ages15to24,Coronary Heart Disease (CHD),0,0,0,0,0,0
Angus,Ages15to24,Dementia,0,0,0,0,0,0
Angus,Ages15to24,Depression,174,141,117,105,110,80
Angus,Ages15to24,Diabetes,40,40,45,40,55,50
Angus,Ages15to24,Eating Disorder,40,55,70,80,80,85
Angus,Ages15to24,Epilepsy,80,80,80,75,85,85
Angus,Ages15to24,Heart Failure,0,0,0,0,0,0
Angus,Ages15to24,Hypertension,0,5,5,15,15,15
Angus,Ages15to24,Mental Health,20,20,35,30,30,35
Angus,Ages15to24,Osteoporosis,0,0,0,0,0,0
Angus,Ages15to24,Palliative Care,0,0,0,0,0,0
Angus,Ages15to24,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
Angus,Ages15to24,Rheumatoid Arthritis,0,0,0,0,0,0
Angus,Ages15to24,Stroke and TIA,0,0,0,0,0,0
Angus,Ages25to44,Asthma,1470,1504,1597,1584,1554,1714
Angus,Ages25to44,Atrial Fibrillation,10,10,10,10,5,15
Angus,Ages25to44,Cancer,160,165,130,155,165,175
Angus,Ages25to44,Chronic Kidney Disease (CKD),5,0,5,5,0,5
Angus,Ages25to44,Chronic Obstructive Pulmonary Disease (COPD),35,40,25,30,25,35
Angus,Ages25to44,Coronary Heart Disease (CHD),5,10,15,25,40,45
Angus,Ages25to44,Dementia,0,0,0,0,0,0
Angus,Ages25to44,Depression,1297,1243,1242,1231,1279,1274
Angus,Ages25to44,Diabetes,310,335,365,360,375,425
Angus,Ages25to44,Eating Disorder,210,200,195,220,215,245
Angus,Ages25to44,Epilepsy,300,290,290,305,300,325
Angus,Ages25to44,Heart Failure,0,0,0,0,0,0
Angus,Ages25to44,Hypertension,360,369,351,343,347,397
Angus,Ages25to44,Mental Health,275,260,265,280,310,325
Angus,Ages25to44,Osteoporosis,0,0,0,0,0,0
Angus,Ages25to44,Palliative Care,0,0,0,0,0,0
Angus,Ages25to44,Peripheral Arterial Disease (PAD),0,0,0,0,0,0
Angus,Ages25to44,Rheumatoid Arthritis,20,20,20,15,5,5
Angus,Ages25to44,Stroke and TIA,5,5,15,30,30,35
Angus,Ages45to64,Asthma,1978,2020,2202,2232,2220,2323
Angus,Ages45to64,Atrial Fibrillation,250,275,291,290,295,305
Angus,Ages45to64,Cancer,1023,1015,1058,1055,1102,1119
Angus,Ages45to64,Chronic Kidney Disease (CKD),235,205,215,215,240,260
Angus,Ages45to64,Chronic Obstructive Pulmonary Disease (COPD),708,729,778,736,708,726
Angus,Ages45to64,Coronary Heart Disease (CHD),813,827,793,799,813,830
Angus,Ages45to64,Dementia,10,10,5,0,5,0
Angus,Ages45to64,Depression,1621,1626,1623,1662,1702,1765
Angus,Ages45to64,Diabetes,1754,1746,1762,1782,1827,1902
Angus,Ages45to64,Eating Disorder,135,135,140,165,175,200
Angus,Ages45to64,Epilepsy,380,415,390,440,410,385
Angus,Ages45to64,Heart Failure,100,95,90,90,85,90
Angus,Ages45to64,Hypertension,4507,4407,4433,4335,4354,4483
Angus,Ages45to64,Mental Health,370,395,440,455,446,495
Angus,Ages45to64,Osteoporosis,10,0,0,0,0,0
Angus,Ages45to64,Palliative Care,30,15,25,40,40,25
Angus,Ages45to64,Peripheral Arterial Disease (PAD),165,155,155,130,145,165
