Geography,Age_Group,Disease,Predicted2024,LowerBound,UpperBound
Aberdeen City,Ages65to74,Eating Disorder,71.4777649215764,41.57986194367416,103.08529975850445
Aberdeen City,Ages75to84,Eating Disorder,0.7180946622124155,0.3356613255183713,1.2473321308774208
Aberdeen City,Ages85plus,Eating Disorder,9.75658839163076e-06,0.0,1.8534185052028e-14
Aberdeen City,Ages0to4,Epilepsy,56.90784130954071,45.73755245032008,68.67685904821083
Aberdeen City,Ages15to24,Epilepsy,406.56711659305614,334.0239091124501,480.28944978799336
Aberdeen City,Ages25to44,Epilepsy,642.106406056502,528.3916799245384,757.4023529940192
Aberdeen City,Ages45to64,Epilepsy,808.9022348346086,666.2098314204679,953.2582267396466
Aberdeen City,Ages5to14,Epilepsy,217.03969740767798,177.6103452803109,257.372525512826
Aberdeen City,Ages65to74,Epilepsy,729.227505819948,600.2807084464885,859.7413133811654
Aberdeen City,Ages75to84,Epilepsy,576.6202696130792,474.3695619492865,680.2243895439018
Aberdeen City,Ages85plus,Epilepsy,453.81280888814206,372.8815673722051,535.9427825273254
Aberdeen City,Ages0to4,Heart Failure,0.2816137141853515,0.10280797371954567,0.5656498991636587
Aberdeen City,Ages15to24,Heart Failure,0.08000962346432489,0.02011733442610702,0.2039460041780737
Aberdeen City,Ages25to44,Heart Failure,8.706943115836154,4.23219844258815,13.80579509989847
Aberdeen City,Ages45to64,Heart Failure,228.9480816693222,117.73174516454566,342.81119979630574
Aberdeen City,Ages5to14,Heart Failure,8.00016233019947e-06,0.0,1.2514902875482644e-14
Aberdeen City,Ages65to74,Heart Failure,898.3115191546832,464.97064244866505,1336.5455296724042
Aberdeen City,Ages75to84,Heart Failure,1772.967334591952,919.562920702301,2632.6623361396505
Aberdeen City,Ages85plus,Heart Failure,3695.479555952243,1919.5368197065707,5478.489722206452
Aberdeen City,Ages0to4,Hypertension,7.75265994125477e-06,0.0,5.940732003297927e-15
Aberdeen City,Ages15to24,Hypertension,13.962719588960084,8.479503543407992,19.907842436939735
Aberdeen City,Ages25to44,Hypertension,686.4292844432848,432.4090799484532,943.7902787995431
Aberdeen City,Ages45to64,Hypertension,6572.748027224546,4160.241340780143,8995.082025596726
Aberdeen City,Ages5to14,Hypertension,0.05117530827222273,0.012829368606201517,0.13302558231060874
Aberdeen City,Ages65to74,Hypertension,15721.401330004901,9958.165384038903,21498.622369239158
Aberdeen City,Ages75to84,Hypertension,18805.777626645395,11913.90423106055,25712.828644975918
Aberdeen City,Ages85plus,Hypertension,23030.873698678206,14592.058613785257,31485.12898260735
Aberdeen City,Ages0to4,Mental Health,8.648248026809402e-06,0.0,5.415873876972752e-13
Aberdeen City,Ages15to24,Mental Health,76.96730896592925,57.097033489771654,97.6211835258542
Aberdeen City,Ages25to44,Mental Health,435.5035533313887,327.53639005804354,545.1935035623516
Aberdeen City,Ages45to64,Mental Health,728.5902900888029,548.9868476391262,910.1831754226563
Aberdeen City,Ages5to14,Mental Health,8.648248026809402e-06,0.0,7.380752647505826e-15
Aberdeen City,Ages65to74,Mental Health,540.3061640192851,406.6429574274055,675.7929378269096
Aberdeen City,Ages75to84,Mental Health,351.22698163704484,263.89655509945345,440.00167817040017
Aberdeen City,Ages85plus,Mental Health,307.0857884032775,230.42280235249916,385.27937070539497
Aberdeen City,Ages0to4,Osteoporosis,8.828685895634688e-06,0.0,1.4074165698308524e-13
Aberdeen City,Ages15to24,Osteoporosis,8.828685895634688e-06,0.0,1.4150248399756127e-15
Aberdeen City,Ages25to44,Osteoporosis,8.828685895634688e-06,0.0,6.67515993201524e-13
Aberdeen City,Ages45to64,Osteoporosis,2.5918034427975303,1.0753674457092708,4.24252922325629
Aberdeen City,Ages5to14,Osteoporosis,8.828685895634688e-06,0.0,1.1628771447426118e-12
Aberdeen City,Ages65to74,Osteoporosis,143.1553848892232,61.306391474778216,227.40250986022514
Aberdeen City,Ages75to84,Osteoporosis,675.4570324220483,292.02907186571167,1063.083918856541
Aberdeen City,Ages85plus,Osteoporosis,1284.800007673899,556.8157381626421,2016.9482453388034
Aberdeen City,Ages0to4,Palliative Care,9.83287147807287e-06,0.0,1.715721689126059e-13
Aberdeen City,Ages15to24,Palliative Care,9.83287147807287e-06,0.0,5.475396895918373e-14
Aberdeen City,Ages25to44,Palliative Care,1.0245950408866715,0.31619170005880126,1.9916585798464177
Aberdeen City,Ages45to64,Palliative Care,49.75298868995828,18.270939498485657,83.04405566469258
Aberdeen City,Ages5to14,Palliative Care,0.3903748305509711,0.1055543100228962,0.8466028063798496
Aberdeen City,Ages65to74,Palliative Care,204.7269733886127,76.38787757149765,336.17267682551875
Aberdeen City,Ages75to84,Palliative Care,446.0060216340012,167.27421591732048,728.9214689095176
Aberdeen City,Ages85plus,Palliative Care,1881.5553554447245,709.0786709111576,3059.9054549247235
Aberdeen City,Ages0to4,Peripheral Arterial Disease (PAD),0.140291622941838,0.04651410487966834,0.3060519940130832
Aberdeen City,Ages15to24,Peripheral Arterial Disease (PAD),0.055407194055304615,0.012238373145083116,0.1525345951809768
Aberdeen City,Ages25to44,Peripheral Arterial Disease (PAD),0.4968062242652785,0.22016898640059474,0.9018629632579003
Aberdeen City,Ages45to64,Peripheral Arterial Disease (PAD),264.01630490926965,153.4459415465194,376.89384213578114
Aberdeen City,Ages5to14,Peripheral Arterial Disease (PAD),8.935203040687728e-06,0.0,2.0096742398976964e-12
Aberdeen City,Ages65to74,Peripheral Arterial Disease (PAD),1101.7076473397733,644.3568356357351,1563.6319893798338
Aberdeen City,Ages75to84,Peripheral Arterial Disease (PAD),1556.6775646272342,911.4532412811727,2206.821286346247
Aberdeen City,Ages85plus,Peripheral Arterial Disease (PAD),1859.6846951443545,1089.2685848881733,2635.450924724208
Aberdeen City,Ages0to4,Rheumatoid Arthritis,7.176937662625161e-06,0.0,1.5738592413085866e-14
Aberdeen City,Ages15to24,Rheumatoid Arthritis,0.7248778808628039,0.3900845016825568,1.1714146948975408
Aberdeen City,Ages25to44,Rheumatoid Arthritis,57.09115628213105,36.72011355910497,78.4754702445696
Aberdeen City,Ages45to64,Rheumatoid Arthritis,280.73225280604066,183.65807435979636,379.54437120669763
Aberdeen City,Ages5to14,Rheumatoid Arthritis,0.03373878395200088,0.0069344004403898195,0.09387009923666476
Aberdeen City,Ages65to74,Rheumatoid Arthritis,678.9734622049859,445.5260975427151,915.0729309048915
Aberdeen City,Ages75to84,Rheumatoid Arthritis,672.133082595775,441.0958817180295,905.7089068666132
Aberdeen City,Ages85plus,Rheumatoid Arthritis,550.1133406023081,360.86958419709663,741.5946235523004
Aberdeen City,Ages0to4,Stroke and TIA,7.722804511664452e-06,0.0,5.502753397915825e-13
Aberdeen City,Ages15to24,Stroke and TIA,0.46955423711371025,0.19766385745669746,0.8591653727003883
Aberdeen City,Ages25to44,Stroke and TIA,28.09887074673305,15.043809067044204,41.9146110874991
Aberdeen City,Ages45to64,Stroke and TIA,744.8206418262572,408.2815705719259,1085.779891882991
Aberdeen City,Ages5to14,Stroke and TIA,0.41626688598322564,0.17342457360113187,0.7742885507902625
Aberdeen City,Ages65to74,Stroke and TIA,2366.578023376806,1301.1402381052203,3438.8259024148506
Aberdeen City,Ages75to84,Stroke and TIA,4029.8837714863757,2218.0978791918305,5850.358389026443
Aberdeen City,Ages85plus,Stroke and TIA,6631.9705445254685,3652.911749256126,9620.24274833242
Aberdeenshire,Ages0to4,Asthma,114.78444523286076,98.5346448260968,131.3453798641183
Aberdeenshire,Ages15to24,Asthma,2131.4817406714674,1841.5084501701504,2423.513023333022
Aberdeenshire,Ages25to44,Asthma,2479.9978736202443,2142.956216885635,2819.0686822573766
Aberdeenshire,Ages45to64,Asthma,3385.892338108134,2927.266467996344,3847.1839467906793
Aberdeenshire,Ages5to14,Asthma,1710.1859693905246,1477.0650046703997,1945.0844789785829
Aberdeenshire,Ages65to74,Asthma,3142.2665003409593,2716.069680244131,3570.8329082640025
Aberdeenshire,Ages75to84,Asthma,2645.1572199461084,2285.7009823307794,3006.727742244637
Aberdeenshire,Ages85plus,Asthma,2402.8844856745704,2075.9861183460675,2732.1865335137772
Aberdeenshire,Ages0to4,Atrial Fibrillation,7.458768448593762e-06,0.0,1.2567243366474656e-14
Aberdeenshire,Ages15to24,Atrial Fibrillation,7.458768448593762e-06,0.0,8.651103394874047e-13
Aberdeenshire,Ages25to44,Atrial Fibrillation,16.748013382645752,8.381099790939055,25.919252511525375
Aberdeenshire,Ages45to64,Atrial Fibrillation,411.9278892188739,215.04704337444332,612.0752085728359
Aberdeenshire,Ages5to14,Atrial Fibrillation,7.458768448593762e-06,0.0,1.5463127600905536e-13
Aberdeenshire,Ages65to74,Atrial Fibrillation,1860.1985282762835,975.579255522569,2751.453233795305
Aberdeenshire,Ages75to84,Atrial Fibrillation,4277.756629986944,2246.863362026128,6317.877335962908
Aberdeenshire,Ages85plus,Atrial Fibrillation,7449.367824698679,3915.8380888629067,10992.884820370791
Aberdeenshire,Ages0to4,Cancer,0.1830611184326316,0.07398148827258606,0.35899722686497504
Aberdeenshire,Ages15to24,Cancer,23.903877974248772,14.752050809120803,33.79406808421552
Aberdeenshire,Ages25to44,Cancer,243.88288057781926,155.25326777112588,334.4268313810873
Aberdeenshire,Ages45to64,Cancer,1625.3064228751543,1042.0020958016032,2213.526302353146
Aberdeenshire,Ages5to14,Cancer,6.837280413740667,4.107871800264525,9.901687314580844
Aberdeenshire,Ages65to74,Cancer,4492.559565832745,2885.3227434428045,6107.7821011452415
Aberdeenshire,Ages75to84,Cancer,6283.797169968089,4037.522989525322,8538.81719465482
Aberdeenshire,Ages85plus,Cancer,6761.5329711345275,4345.192313155947,9186.670439597672
Aberdeenshire,Ages0to4,Chronic Kidney Disease (CKD),8.026541443028688e-06,0.0,3.2516233580439304e-14
Aberdeenshire,Ages15to24,Chronic Kidney Disease (CKD),0.060207087364158175,0.012781717304097774,0.16499332900138447
Aberdeenshire,Ages25to44,Chronic Kidney Disease (CKD),16.18607342455547,7.783261923005877,25.27311237511893
Aberdeenshire,Ages45to64,Chronic Kidney Disease (CKD),457.17848682835756,227.61548201314437,690.4397653714639
Aberdeenshire,Ages5to14,Chronic Kidney Disease (CKD),8.026541443028688e-06,0.0,2.1393789883589472e-13
Aberdeenshire,Ages65to74,Chronic Kidney Disease (CKD),2510.5235494008302,1255.9489474622228,3773.0854400756966
Aberdeenshire,Ages75to84,Chronic Kidney Disease (CKD),6277.2363897626965,3144.7219374904253,9421.86598727863
Aberdeenshire,Ages85plus,Chronic Kidney Disease (CKD),12514.534526565709,6274.237522558611,18767.39272776359
Aberdeenshire,Ages0to4,Chronic Obstructive Pulmonary Disease (COPD),0.0870351486178947,0.030821563228650102,0.1846234315197092
Aberdeenshire,Ages15to24,Chronic Obstructive Pulmonary Disease (COPD),5.543286963753564e-06,0.0,3.015499081791406e-14
Aberdeenshire,Ages25to44,Chronic Obstructive Pulmonary Disease (COPD),31.631974342545515,19.316127193326906,44.67998670614787
Aberdeenshire,Ages45to64,Chronic Obstructive Pulmonary Disease (COPD),736.4871282035189,461.6833964164746,1013.9798840545487
Aberdeenshire,Ages5to14,Chronic Obstructive Pulmonary Disease (COPD),0.07982887556501507,0.028317917004364063,0.1714955943529302
Aberdeenshire,Ages65to74,Chronic Obstructive Pulmonary Disease (COPD),2018.8509890567987,1268.510232807428,2773.236182004462
Aberdeenshire,Ages75to84,Chronic Obstructive Pulmonary Disease (COPD),2563.667545163774,1611.419449119793,3520.5264948350027
Aberdeenshire,Ages85plus,Chronic Obstructive Pulmonary Disease (COPD),2250.7636231939155,1414.2974417672317,3091.8187969317028
Aberdeenshire,Ages0to4,Coronary Heart Disease (CHD),7.48178700792021e-06,0.0,3.5581062458768815e-14
Aberdeenshire,Ages15to24,Coronary Heart Disease (CHD),0.044898203834529186,0.009553439773343674,0.12166644097379753
Aberdeenshire,Ages25to44,Coronary Heart Disease (CHD),39.34783031511213,22.416714082037625,57.32342181720931
Aberdeenshire,Ages45to64,Coronary Heart Disease (CHD),1304.6874874021112,764.1975384396343,1849.9120562973606
Aberdeenshire,Ages5to14,Coronary Heart Disease (CHD),7.48178700792021e-06,0.0,9.424859336030158e-14
Aberdeenshire,Ages65to74,Coronary Heart Disease (CHD),4244.999315120706,2492.0576033341017,6006.201746930241
Aberdeenshire,Ages75to84,Coronary Heart Disease (CHD),6353.511428217127,3731.9674291015076,8984.788431102936
Aberdeenshire,Ages85plus,Coronary Heart Disease (CHD),9013.719596407864,5296.7277815213765,12740.686483649506
Aberdeenshire,Ages0to4,Dementia,6.920875532381201e-06,0.0,9.946322650644308e-13
Aberdeenshire,Ages15to24,Dementia,6.920875532381201e-06,0.0,2.6251903715478215e-15
Aberdeenshire,Ages25to44,Dementia,6.920875532381201e-06,0.0,5.584889298728628e-13
Aberdeenshire,Ages45to64,Dementia,16.919035499520554,6.123641740044969,28.61134767441816
Aberdeenshire,Ages5to14,Dementia,6.920875532381201e-06,0.0,3.2543131283628124e-13
Aberdeenshire,Ages65to74,Dementia,333.4837383508601,124.99616629628495,545.820812203852
Aberdeenshire,Ages75to84,Dementia,1645.410031550881,620.0873826076013,2677.8914542163
Aberdeenshire,Ages85plus,Dementia,4708.722954199251,1778.7638496783638,7646.089514613069
Aberdeenshire,Ages0to4,Depression,7.037095824691193e-06,0.0,6.172677951250952e-14
Aberdeenshire,Ages15to24,Depression,1252.8307355616823,953.1846420900015,1554.9747058033302
Aberdeenshire,Ages25to44,Depression,3855.6551985248016,2940.061170321203,4775.367584186989
Aberdeenshire,Ages45to64,Depression,4498.919821098805,3431.3585614547974,5571.22963635477
Aberdeenshire,Ages5to14,Depression,1.5675187949975808,1.0628604211226993,2.1665933171201837
Aberdeenshire,Ages65to74,Depression,3229.2441800978186,2461.305067941312,4001.022036577679
Aberdeenshire,Ages75to84,Depression,2120.7622839666956,1615.2226661149064,2629.7719168215967
Aberdeenshire,Ages85plus,Depression,1869.5974791428941,1423.5726334370554,2319.2086535519024
Aberdeenshire,Ages0to4,Diabetes,1.0155949312065065,0.5856009935328893,1.5663908977372767
Aberdeenshire,Ages15to24,Diabetes,261.39356565892035,177.5111533164765,347.1384504071583
Aberdeenshire,Ages25to44,Diabetes,571.9010499380639,389.9417627440285,756.4700153408885
Aberdeenshire,Ages45to64,Diabetes,2675.594764028975,1831.8184519787835,3524.5624804402432
Aberdeenshire,Ages5to14,Diabetes,79.67020164882037,53.65400112111101,106.65179594249051
Aberdeenshire,Ages65to74,Diabetes,5273.908063604794,3614.4467170365956,6940.2538564469505
Aberdeenshire,Ages75to84,Diabetes,6010.228507968486,4119.76540714405,7907.991926614372
Aberdeenshire,Ages85plus,Diabetes,5711.3829055473925,3914.397035272703,7515.601338795881
Aberdeenshire,Ages0to4,Eating Disorder,1.1928502831112913,0.5956041924667437,1.9914631084373935
Aberdeenshire,Ages15to24,Eating Disorder,337.26557140425103,203.61881023673953,473.61059677136825
Aberdeenshire,Ages25to44,Eating Disorder,424.0307211668115,256.6122640136577,593.9678285341312
Aberdeenshire,Ages45to64,Eating Disorder,379.18160133292974,229.0775652803557,532.2327032187096
Aberdeenshire,Ages5to14,Eating Disorder,3.141670968537884,1.8050767784288135,4.628932558558875
Aberdeenshire,Ages65to74,Eating Disorder,73.0944430797029,43.3391667064144,104.54989551639783
Aberdeenshire,Ages75to84,Eating Disorder,0.8490727719004085,0.40452804626827793,1.4627118936690524
Aberdeenshire,Ages85plus,Eating Disorder,1.1536158094324923e-05,0.0,2.1734526229188212e-14
Aberdeenshire,Ages0to4,Epilepsy,28.478329587820653,23.36091610244762,33.86613015466879
Aberdeenshire,Ages15to24,Epilepsy,410.4988506231139,344.2165909241559,477.8542921146835
Aberdeenshire,Ages25to44,Epilepsy,606.5802846307867,509.4620132032435,705.0512492176128
Aberdeenshire,Ages45to64,Epilepsy,764.7675253523387,642.8638267540882,888.0894549136256
Aberdeenshire,Ages5to14,Epilepsy,212.97374168145166,177.8810536648465,248.8638516906483
Aberdeenshire,Ages65to74,Epilepsy,701.2589630535336,589.1750117400632,814.6966467745118
Aberdeenshire,Ages75to84,Epilepsy,575.0044125215527,482.80597518041594,668.4150513567115
Aberdeenshire,Ages85plus,Epilepsy,548.1423228395416,459.6868185840209,637.8928899426426
Aberdeenshire,Ages0to4,Heart Failure,0.2839402214008343,0.1030578058177559,0.5714834175470533
Aberdeenshire,Ages15to24,Heart Failure,0.08067061033009697,0.020166221255486436,0.20604928885354473
Aberdeenshire,Ages25to44,Heart Failure,7.81532946432209,3.7768399642319754,12.417261016941065
Aberdeenshire,Ages45to64,Heart Failure,202.6410496936407,103.60124519063767,304.0382489275031
Aberdeenshire,Ages5to14,Heart Failure,8.06625440756894e-06,0.0,1.2643968426627385e-14
Aberdeenshire,Ages65to74,Heart Failure,877.6630306274168,451.65554405274645,1308.4809287697267
Aberdeenshire,Ages75to84,Heart Failure,1708.5007601887364,881.0019491649633,2542.0986823843546
Aberdeenshire,Ages85plus,Heart Failure,3662.9797800380784,1891.651548836849,5441.358895201385
Aberdeenshire,Ages0to4,Hypertension,7.396888012855491e-06,0.0,5.637622679900919e-15
Aberdeenshire,Ages15to24,Hypertension,15.29307336346674,9.395006419164833,21.687359877621272
Aberdeenshire,Ages25to44,Hypertension,613.4546208956907,390.91590748356805,838.9186985944436
Aberdeenshire,Ages45to64,Hypertension,6243.997144777061,3997.938757845929,8499.210312881867
Aberdeenshire,Ages5to14,Hypertension,0.04882685777285909,0.012382418883760798,0.1262383220493686
Aberdeenshire,Ages65to74,Hypertension,14775.376651047274,9467.352345324722,20096.280005438763
Aberdeenshire,Ages75to84,Hypertension,18888.50945427499,12104.933159446868,25687.035313689343
Aberdeenshire,Ages85plus,Hypertension,22883.97084547398,14666.93735709538,31116.030218979497
Aberdeenshire,Ages0to4,Mental Health,6.373126886613846e-06,0.0,4.005064615581588e-13
Aberdeenshire,Ages15to24,Mental Health,67.78305653176264,49.99567308666286,86.27311338929792
Aberdeenshire,Ages25to44,Mental Health,337.06790895978406,252.0515026453228,423.44102526609856
Aberdeenshire,Ages45to64,Mental Health,517.9797077942233,388.05683378156715,649.343842861781
Aberdeenshire,Ages5to14,Mental Health,6.373126886613846e-06,0.0,5.458101856945151e-15
Aberdeenshire,Ages65to74,Mental Health,410.64362050872705,307.28576503839463,515.4129941640299
Aberdeenshire,Ages75to84,Mental Health,289.2429139425438,216.07902242035522,363.61831153054715
Aberdeenshire,Ages85plus,Mental Health,249.83113949511443,186.3873069659781,314.5423757952167
Aberdeenshire,Ages0to4,Osteoporosis,1.130634924450171e-05,0.0,1.7498264790427783e-13
Aberdeenshire,Ages15to24,Osteoporosis,1.130634924450171e-05,0.0,1.7592857627007876e-15
Aberdeenshire,Ages25to44,Osteoporosis,1.130634924450171e-05,0.0,8.29915737192823e-13
Aberdeenshire,Ages45to64,Osteoporosis,16.01143718691839,7.3410350749268245,25.444802832521034
Aberdeenshire,Ages5to14,Osteoporosis,1.130634924450171e-05,0.0,1.4457931385508958e-12
Aberdeenshire,Ages65to74,Osteoporosis,184.11345124747046,87.12759868761893,283.9350963898721
Aberdeenshire,Ages75to84,Osteoporosis,1105.1636650883738,527.9917286200757,1688.6607651625975
Aberdeenshire,Ages85plus,Osteoporosis,1786.8549603292104,855.731332653474,2723.293941579441
Aberdeenshire,Ages0to4,Palliative Care,4.2183206266335374e-06,0.0,6.963048936360521e-14
Aberdeenshire,Ages15to24,Palliative Care,4.2183206266335374e-06,0.0,2.222123598128329e-14
Aberdeenshire,Ages25to44,Palliative Care,0.7428449546707718,0.28238844118417256,1.3660110175308293
Aberdeenshire,Ages45to64,Palliative Care,20.190109576320356,9.133366879364946,31.880229182237507
Aberdeenshire,Ages5to14,Palliative Care,0.16747154719797805,0.05578092567646462,0.34358350820206524
Aberdeenshire,Ages65to74,Palliative Care,107.27301604095541,49.30493498990663,166.63691609643666
Aberdeenshire,Ages75to84,Palliative Care,261.6438504440833,120.87857573687474,404.52366499206215
Aberdeenshire,Ages85plus,Palliative Care,843.4930188270847,391.5700230199953,1297.6748348980188
